powermode,bs,observed_time,predicted_time,observed_power,predicted_power
12_1651200_522750000_3199000000,1,140.7513885498047,29.616274,26.701,26.706118
4_1651200_726750000_665600000,1,229.46017456054688,1093.5701,20.583,24.423063
4_1651200_726750000_2133000000,1,85.56612777709961,498.9843,43.648,25.828983
4_1651200_726750000_3199000000,1,98.0902214050293,337.9491,32.201,30.019915
8_1651200_726750000_665600000,1,227.8233108520508,924.91833,21.181,25.269985
8_1651200_726750000_2133000000,1,106.3881607055664,377.96802,29.6585,26.88901
8_1651200_726750000_3199000000,1,109.02631759643556,160.82011,31.405,30.591413
12_1651200_726750000_665600000,1,231.37885284423828,1204.6942,20.979,28.766039
12_1651200_726750000_2133000000,1,103.33415985107422,557.11273,30.208,31.057138
12_1651200_726750000_3199000000,1,100.35395431518556,217.55927,32.71,33.86084
4_1651200_930750000_665600000,1,225.41033935546875,1280.8451,22.33,30.334547
4_1651200_930750000_2133000000,1,82.82889556884766,663.2135,43.4345,33.245266
4_1651200_930750000_3199000000,1,87.41340637207031,416.16257,37.3615,37.090805
8_1651200_930750000_665600000,1,223.08518981933597,1217.2631,22.781,31.645388
8_1651200_930750000_2133000000,1,89.00423812866211,616.54834,34.4655,34.670895
8_1651200_930750000_3199000000,1,79.29734420776367,336.8504,39.624,38.30074
12_1651200_930750000_665600000,1,223.2693328857422,1503.0262,23.182,35.834995
12_1651200_930750000_2133000000,1,88.40779113769531,820.6326,35.33,38.763855
12_1651200_930750000_3199000000,1,85.89923477172852,431.5096,39.022,41.749847
4_1651200_1134750000_665600000,1,221.6006393432617,1512.7694,24.891,37.136787
4_1651200_1134750000_2133000000,1,79.47022247314453,873.2416,44.3445,41.11737
4_1651200_1134750000_3199000000,1,77.92732620239258,565.06665,45.629,44.870857
8_1651200_1134750000_665600000,1,222.40796661376956,1469.7688,24.842,39.14937
8_1651200_1134750000_2133000000,1,84.13756942749023,864.8053,38.93,42.571323
8_1651200_1134750000_3199000000,1,74.27613067626953,523.2732,46.434,46.291405
12_1651200_1134750000_665600000,1,222.53438568115237,1760.685,25.191,43.327904
12_1651200_1134750000_2133000000,1,81.27753448486328,1079.6768,40.935,46.592937
12_1651200_1134750000_3199000000,1,73.9937744140625,651.0763,46.035,49.632584
4_1651200_1300500000_665600000,1,221.668083190918,1712.8917,27.297,43.273426
4_1651200_1300500000_2133000000,1,80.19750213623047,1053.2183,42.832,47.417442
4_1651200_1300500000_3199000000,1,69.81550216674805,700.1393,49.831,51.27079
8_1651200_1300500000_665600000,1,224.2418670654297,1680.5743,27.196,45.44644
8_1651200_1300500000_2133000000,1,79.15090942382812,1066.3121,45.345,49.047844
8_1651200_1300500000_3199000000,1,72.36491012573242,691.6249,48.133,52.788136
12_1651200_1300500000_665600000,1,222.91793823242188,1965.3259,27.698,49.588303
12_1651200_1300500000_2133000000,1,78.8940658569336,1290.2506,44.043,52.98207
12_1651200_1300500000_3199000000,1,70.97660827636719,841.7748,52.961,56.0126
4_1958400_114750000_665600000,1,559.1214294433594,2957.0266,15.353,19.465145
4_1958400_114750000_2133000000,1,548.9737854003906,2149.381,16.166,21.300825
4_1958400_114750000_3199000000,1,549.129150390625,2499.153,17.37,23.408463
8_1958400_114750000_665600000,1,556.2896118164062,1894.2006,15.553,17.194323
8_1958400_114750000_2133000000,1,552.1893005371094,1153.58,16.567,18.434015
8_1958400_114750000_3199000000,1,551.9252014160156,1750.223,17.771,20.622969
12_1958400_114750000_665600000,1,551.835693359375,1960.2823,15.954,18.34867
12_1958400_114750000_2133000000,1,559.0761108398438,872.12354,16.968,17.227377
12_1958400_114750000_3199000000,1,561.4378051757812,1713.9187,18.072,20.012693
4_1958400_318750000_665600000,1,264.0406951904297,1624.1643,19.677,19.180273
4_1958400_318750000_2133000000,1,91.87371063232422,662.778,43.3405,21.374636
4_1958400_318750000_3199000000,1,206.1508026123047,823.7271,22.9905,24.066809
8_1958400_318750000_665600000,1,261.0695343017578,1054.5143,19.176,17.777765
8_1958400_318750000_2133000000,1,208.50862884521484,171.03386,22.288,18.298695
8_1958400_318750000_3199000000,1,213.08914947509768,288.1341,23.09,22.11133
12_1958400_318750000_665600000,1,261.99806213378906,1110.099,19.577,19.78501
12_1958400_318750000_2133000000,1,202.1840667724609,50.789764,22.087,19.128294
12_1958400_318750000_3199000000,1,209.38614654541016,211.48363,23.588,22.270166
4_1958400_522750000_665600000,1,233.077392578125,1228.6506,20.178,21.25802
4_1958400_522750000_2133000000,1,87.11323547363281,504.2497,45.0515,22.817148
4_1958400_522750000_3199000000,1,128.61950302124023,424.07092,28.0025,26.562588
8_1958400_522750000_665600000,1,233.110954284668,873.7798,20.38,20.991535
8_1958400_522750000_2133000000,1,128.76868438720703,303.1383,26.0445,21.629538
8_1958400_522750000_3199000000,1,135.85350036621094,185.32454,27.902,25.68697
12_1958400_522750000_665600000,1,235.6408462524414,970.3499,20.178,23.412836
12_1958400_522750000_2133000000,1,127.94312286376952,293.75757,25.994,24.248835
12_1958400_522750000_3199000000,1,129.303955078125,70.89809,28.303,27.263935
4_1958400_726750000_665600000,1,225.43960571289065,1277.5553,21.181,25.741789
4_1958400_726750000_2133000000,1,92.32270431518556,597.8621,41.4295,27.577929
4_1958400_726750000_3199000000,1,105.78656005859376,388.02448,31.799,31.770521
8_1958400_726750000_665600000,1,229.00479888916016,1104.0211,21.38,26.090147
8_1958400_726750000_3199000000,1,100.23023986816406,275.06064,32.9055,31.91931
12_1958400_726750000_665600000,1,226.6034393310547,1234.0293,21.979,29.187944
12_1958400_726750000_2133000000,1,107.92529296875,618.56946,30.609,31.233845
12_1958400_726750000_3199000000,1,100.52705764770508,278.52765,33.2535,34.32786
4_1958400_930750000_665600000,1,224.5295181274414,1437.222,23.182,31.434465
4_1958400_930750000_2133000000,1,85.44060516357422,778.0306,44.45,34.67521
4_1958400_930750000_3199000000,1,80.02644729614258,510.6308,37.654,38.454273
8_1958400_930750000_665600000,1,224.5819396972656,1372.5164,23.283,32.48559
8_1958400_930750000_2133000000,1,94.17633819580078,752.2461,34.6185,35.654457
