cores,cpu,gpu,mem,observed_time,bs,observed_power
12,1344000,1134750000,3199000000,70.60758209228516,1.0,44.826
4,1344000,1300500000,665600000,222.7178726196289,1.0,26.791
4,1344000,1300500000,2133000000,79.6440315246582,1.0,42.331
4,1344000,1300500000,3199000000,65.67404556274414,1.0,52.345
8,1344000,1300500000,665600000,223.0817108154297,1.0,27.293
8,1344000,1300500000,2133000000,79.74544143676758,1.0,44.538
8,1344000,1300500000,3199000000,67.03468704223633,1.0,52.839
12,1344000,1300500000,665600000,224.50302124023438,1.0,26.795
12,1344000,1300500000,2133000000,79.9993896484375,1.0,43.528
12,1344000,1300500000,3199000000,78.51518630981445,1.0,50.247
4,1651200,114750000,665600000,567.9882507324219,1.0,15.152
4,1651200,114750000,2133000000,560.1000061035156,1.0,16.667
4,1651200,114750000,3199000000,563.0707702636719,1.0,17.3215
8,1651200,114750000,665600000,556.5776062011719,1.0,15.252
8,1651200,114750000,2133000000,552.695068359375,1.0,16.166
8,1651200,114750000,3199000000,552.3992309570312,1.0,17.373
12,1651200,114750000,665600000,554.6401062011719,1.0,15.555
12,1651200,114750000,2133000000,553.2130126953125,1.0,16.567
12,1651200,114750000,3199000000,546.6948852539062,1.0,17.771
4,1651200,318750000,665600000,261.2362823486328,1.0,18.775
4,1651200,318750000,2133000000,89.62184143066406,1.0,42.938
4,1651200,318750000,3199000000,211.4797592163086,1.0,22.3935
8,1651200,318750000,665600000,262.0985565185547,1.0,18.7765
8,1651200,318750000,2133000000,204.2384490966797,1.0,21.285
8,1651200,318750000,3199000000,214.8607177734375,1.0,22.589
12,1651200,318750000,665600000,260.3733215332031,1.0,19.176
12,1651200,318750000,2133000000,202.4569091796875,1.0,21.489
12,1651200,318750000,3199000000,207.38609313964844,1.0,23.191
4,1651200,522750000,665600000,235.8092498779297,1.0,19.878
4,1651200,522750000,2133000000,88.73976135253906,1.0,43.754
4,1651200,522750000,3199000000,143.37897491455078,1.0,26.906
8,1651200,522750000,665600000,239.60238647460938,1.0,19.878
8,1651200,522750000,2133000000,134.848876953125,1.0,25.097
8,1651200,522750000,3199000000,131.18425750732422,1.0,26.9
12,1651200,522750000,665600000,235.07244873046875,1.0,20.279
12,1651200,522750000,2133000000,137.55155181884766,1.0,25.498
12,1651200,522750000,3199000000,140.7513885498047,1.0,26.701
4,1651200,726750000,665600000,229.46017456054688,1.0,20.583
4,1651200,726750000,2133000000,85.56612777709961,1.0,43.648
4,1651200,726750000,3199000000,98.0902214050293,1.0,32.201
8,1651200,726750000,665600000,227.82331085205078,1.0,21.181
8,1651200,726750000,2133000000,106.3881607055664,1.0,29.6585
8,1651200,726750000,3199000000,109.02631759643555,1.0,31.405
12,1651200,726750000,665600000,231.37885284423828,1.0,20.979
12,1651200,726750000,2133000000,103.33415985107422,1.0,30.208
12,1651200,726750000,3199000000,100.35395431518555,1.0,32.71
4,1651200,930750000,665600000,225.41033935546875,1.0,22.33
4,1651200,930750000,2133000000,82.82889556884766,1.0,43.4345
4,1651200,930750000,3199000000,87.41340637207031,1.0,37.3615
8,1651200,930750000,665600000,223.08518981933594,1.0,22.781
8,1651200,930750000,2133000000,89.00423812866211,1.0,34.4655
8,1651200,930750000,3199000000,79.29734420776367,1.0,39.624
12,1651200,930750000,665600000,223.2693328857422,1.0,23.182
12,1651200,930750000,2133000000,88.40779113769531,1.0,35.33
12,1651200,930750000,3199000000,85.89923477172852,1.0,39.022
4,1651200,1134750000,665600000,221.60063934326172,1.0,24.891
4,1651200,1134750000,2133000000,79.47022247314453,1.0,44.3445
4,1651200,1134750000,3199000000,77.92732620239258,1.0,45.629
8,1651200,1134750000,665600000,222.40796661376953,1.0,24.842
8,1651200,1134750000,2133000000,84.13756942749023,1.0,38.93
8,1651200,1134750000,3199000000,74.27613067626953,1.0,46.434
12,1651200,1134750000,665600000,222.53438568115234,1.0,25.191
12,1651200,1134750000,2133000000,81.27753448486328,1.0,40.935
12,1651200,1134750000,3199000000,73.9937744140625,1.0,46.035
4,1651200,1300500000,665600000,221.66808319091797,1.0,27.297
4,1651200,1300500000,2133000000,80.19750213623047,1.0,42.832
4,1651200,1300500000,3199000000,69.81550216674805,1.0,49.831
8,1651200,1300500000,665600000,224.2418670654297,1.0,27.196
8,1651200,1300500000,2133000000,79.15090942382812,1.0,45.345
8,1651200,1300500000,3199000000,72.36491012573242,1.0,48.133
12,1651200,1300500000,665600000,222.91793823242188,1.0,27.698
12,1651200,1300500000,2133000000,78.8940658569336,1.0,44.043
12,1651200,1300500000,3199000000,70.97660827636719,1.0,52.961
4,1958400,114750000,665600000,559.1214294433594,1.0,15.353
4,1958400,114750000,2133000000,548.9737854003906,1.0,16.166
4,1958400,114750000,3199000000,549.129150390625,1.0,17.37
8,1958400,114750000,665600000,556.2896118164062,1.0,15.553
8,1958400,114750000,2133000000,552.1893005371094,1.0,16.567
8,1958400,114750000,3199000000,551.9252014160156,1.0,17.771
12,1958400,114750000,665600000,551.835693359375,1.0,15.954
12,1958400,114750000,2133000000,559.0761108398438,1.0,16.968
12,1958400,114750000,3199000000,561.4378051757812,1.0,18.072
4,1958400,318750000,665600000,264.0406951904297,1.0,19.677
4,1958400,318750000,2133000000,91.87371063232422,1.0,43.3405
4,1958400,318750000,3199000000,206.1508026123047,1.0,22.9905
8,1958400,318750000,665600000,261.0695343017578,1.0,19.176
8,1958400,318750000,2133000000,208.50862884521484,1.0,22.288
8,1958400,318750000,3199000000,213.08914947509766,1.0,23.09
12,1958400,318750000,665600000,261.99806213378906,1.0,19.577
12,1958400,318750000,2133000000,202.18406677246094,1.0,22.087
12,1958400,318750000,3199000000,209.38614654541016,1.0,23.588
4,1958400,522750000,665600000,233.077392578125,1.0,20.178
4,1958400,522750000,2133000000,87.11323547363281,1.0,45.0515
4,1958400,522750000,3199000000,128.61950302124023,1.0,28.0025
8,1958400,522750000,665600000,233.11095428466797,1.0,20.38
8,1958400,522750000,2133000000,128.76868438720703,1.0,26.0445
8,1958400,522750000,3199000000,135.85350036621094,1.0,27.902
12,1958400,522750000,665600000,235.6408462524414,1.0,20.178
12,1958400,522750000,2133000000,127.94312286376953,1.0,25.994
12,1958400,522750000,3199000000,129.303955078125,1.0,28.303
4,1958400,726750000,665600000,225.43960571289062,1.0,21.181
4,1958400,726750000,2133000000,92.32270431518555,1.0,41.4295
4,1958400,726750000,3199000000,105.78656005859375,1.0,31.799
8,1958400,726750000,665600000,229.00479888916016,1.0,21.38
8,1958400,726750000,3199000000,100.23023986816406,1.0,32.9055
12,1958400,726750000,665600000,226.6034393310547,1.0,21.979
12,1958400,726750000,2133000000,107.92529296875,1.0,30.609
12,1958400,726750000,3199000000,100.52705764770508,1.0,33.2535
4,1958400,930750000,665600000,224.5295181274414,1.0,23.182
4,1958400,930750000,2133000000,85.44060516357422,1.0,44.45
4,1958400,930750000,3199000000,80.02644729614258,1.0,37.654
8,1958400,930750000,665600000,224.58193969726562,1.0,23.283
8,1958400,930750000,2133000000,94.17633819580078,1.0,34.6185
8,1958400,930750000,3199000000,77.86249542236328,1.0,40.615
12,1958400,930750000,665600000,224.13819885253906,1.0,23.182
12,1958400,930750000,2133000000,98.41702270507812,1.0,34.218
12,1958400,930750000,3199000000,82.62844848632812,1.0,39.513
4,1958400,1134750000,665600000,222.91905975341797,1.0,24.79
4,1958400,1134750000,2133000000,81.20246124267578,1.0,45.339
4,1958400,1134750000,3199000000,71.1251220703125,1.0,45.327
8,1958400,1134750000,665600000,228.41703033447266,1.0,25.8445
8,1958400,1134750000,2133000000,83.28149032592773,1.0,41.336
8,1958400,1134750000,3199000000,66.93260955810547,1.0,46.13
12,1958400,1134750000,665600000,225.1231689453125,1.0,25.187
12,1958400,1134750000,2133000000,87.14332962036133,1.0,40.628
12,1958400,1134750000,3199000000,71.8851547241211,1.0,46.6815
4,1958400,1300500000,665600000,223.45742797851562,1.0,27.185
4,1958400,1300500000,2133000000,82.48137664794922,1.0,45.339
4,1958400,1300500000,3199000000,63.62516784667969,1.0,54.343
8,1958400,1300500000,665600000,229.99852752685547,1.0,27.196
8,1958400,1300500000,2133000000,85.09774398803711,1.0,43.736
8,1958400,1300500000,3199000000,64.40662574768066,1.0,52.825
12,1958400,1300500000,665600000,223.71583557128906,1.0,27.998
12,1958400,1300500000,2133000000,86.60282897949219,1.0,44.731
12,1958400,1300500000,3199000000,62.254831314086914,1.0,55.245
4,2201600,114750000,665600000,552.4254455566406,1.0,16.05
4,2201600,114750000,2133000000,552.5849914550781,1.0,16.814
4,2201600,114750000,3199000000,549.0738220214844,1.0,17.768
8,2201600,114750000,665600000,555.8187255859375,1.0,16.151
8,2201600,114750000,2133000000,555.973388671875,1.0,16.965
8,2201600,114750000,3199000000,551.3029479980469,1.0,18.169
12,2201600,114750000,665600000,552.2982482910156,1.0,16.953
12,2201600,114750000,2133000000,552.2490844726562,1.0,17.364
12,2201600,114750000,3199000000,547.2250366210938,1.0,18.568
4,2201600,318750000,665600000,275.28076171875,1.0,19.176
4,2201600,318750000,2133000000,81.88129425048828,1.0,45.82
4,2201600,318750000,3199000000,200.31326293945312,1.0,23.187
8,2201600,318750000,665600000,260.71173095703125,1.0,19.673
8,2201600,318750000,2133000000,209.1393585205078,1.0,22.083
8,2201600,318750000,3199000000,202.3979034423828,1.0,23.838
12,2201600,318750000,665600000,260.4647216796875,1.0,20.1755
12,2201600,318750000,2133000000,215.38616180419922,1.0,22.483
12,2201600,318750000,3199000000,202.95455932617188,1.0,24.341
4,2201600,522750000,665600000,241.20838165283203,1.0,20.178
4,2201600,522750000,2133000000,84.02231979370117,1.0,45.732
4,2201600,522750000,3199000000,124.48452758789062,1.0,28.303
8,2201600,522750000,665600000,233.88180541992188,1.0,20.676
8,2201600,522750000,2133000000,130.22378540039062,1.0,26.996
8,2201600,522750000,3199000000,130.34998321533203,1.0,28.698
12,2201600,522750000,665600000,233.7838363647461,1.0,21.38
12,2201600,522750000,2133000000,127.62235260009766,1.0,27.2495
12,2201600,522750000,3199000000,126.83046340942383,1.0,29.104
4,2201600,726750000,665600000,228.7040023803711,1.0,21.582
4,2201600,726750000,2133000000,81.33201599121094,1.0,46.177
4,2201600,726750000,3199000000,93.23184204101562,1.0,34.006
8,2201600,726750000,665600000,230.4803695678711,1.0,21.881
8,2201600,726750000,2133000000,106.3177604675293,1.0,30.9135
8,2201600,726750000,3199000000,94.33523178100586,1.0,33.7965
12,2201600,726750000,665600000,226.7680435180664,1.0,22.683
12,2201600,726750000,2133000000,102.13862609863281,1.0,31.706
12,2201600,726750000,3199000000,95.03231811523438,1.0,34.757
4,2201600,930750000,665600000,225.14361572265625,1.0,23.287
4,2201600,930750000,2133000000,90.73003387451172,1.0,43.125
4,2201600,930750000,3199000000,76.92251205444336,1.0,40.3145
8,2201600,930750000,665600000,225.97857666015625,1.0,24.083
8,2201600,930750000,2133000000,92.06249618530273,1.0,36.021
8,2201600,930750000,3199000000,76.03071975708008,1.0,41.016
12,2201600,930750000,665600000,226.88031768798828,1.0,24.436
12,2201600,930750000,2133000000,91.56151962280273,1.0,35.921
12,2201600,930750000,3199000000,78.66961669921875,1.0,39.9625
4,2201600,1134750000,665600000,226.73624420166016,1.0,25.586
4,2201600,1134750000,2133000000,82.0200309753418,1.0,45.231
4,2201600,1134750000,3199000000,67.26956939697266,1.0,48.535
8,2201600,1134750000,665600000,222.87175750732422,1.0,26.093
8,2201600,1134750000,2133000000,92.0213623046875,1.0,39.623
8,2201600,1134750000,3199000000,69.61409759521484,1.0,45.828
12,2201600,1134750000,665600000,223.32328033447266,1.0,26.494
12,2201600,1134750000,2133000000,87.25169372558594,1.0,41.1855
12,2201600,1134750000,3199000000,67.67388916015625,1.0,47.734
4,2201600,1300500000,665600000,221.9292449951172,1.0,28.092
4,2201600,1300500000,2133000000,82.56719970703125,1.0,45.281
4,2201600,1300500000,3199000000,66.8863525390625,1.0,49.623
8,2201600,1300500000,665600000,221.67921447753906,1.0,28.492
8,2201600,1300500000,2133000000,81.58369827270508,1.0,46.634
8,2201600,1300500000,3199000000,67.57942199707031,1.0,54.135
12,2201600,1300500000,665600000,221.3163833618164,1.0,28.893
12,2201600,1300500000,2133000000,82.97326278686523,1.0,47.423
12,2201600,1300500000,3199000000,63.87638473510742,1.0,56.656
4,422400,114750000,665600000,2130.112548828125,4.0,15.664
4,422400,114750000,2133000000,2129.5423583984375,4.0,16.669
4,422400,114750000,3199000000,2157.839599609375,4.0,17.873
8,422400,114750000,665600000,2172.0010986328125,4.0,15.664
8,422400,114750000,2133000000,2174.18017578125,4.0,16.568
8,422400,114750000,3199000000,2169.34326171875,4.0,17.773
12,422400,114750000,665600000,2145.5032958984375,4.0,16.065
12,422400,114750000,2133000000,2123.611572265625,4.0,16.969
12,422400,114750000,3199000000,2128.6153564453125,4.0,18.174
4,422400,318750000,665600000,1060.0353393554688,4.0,19.278
4,422400,318750000,2133000000,364.07830810546875,4.0,44.869
